ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),restaurant_hex_zone,delivery_hex_zone,r_city,d_city,state,busy_tag
0xcf18,ALHRES05DEL01,29.0,4.7,25.457687,81.835585,25.497687,81.875585,11-02-2022,15:25,15:30,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Urban,11,8a3d8b1218b7fff,8a3d8b8d144ffff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xdad6,AGRRES11DEL02,34.0,4.7,27.163303,78.057044,27.293303,78.187044,12-02-2022,23:10,23:20,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,8a3d85ba50effff,8a3d85b7600ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xc237,KNPRES15DEL02,20.0,4.7,26.482419,80.320939,26.502419,80.340939,11-02-2022,11:10,11:25,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,25,8a3d8c0c36c7fff,8a3d8c0cea9ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xd92f,AGRRES03DEL01,35.0,4.9,27.160832,78.011608,27.230832,78.081608,18-02-2022,21:15,21:30,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,53,8a3d8584a7a7fff,8a3d85b0651ffff,Agra,Dayal Bagh,Uttar Pradesh,Unlisted
0xd3bc,AGRRES010DEL02,37.0,4.4,27.163303,78.057044,27.243303,78.137044,18-02-2022,0.916666667,22:10,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,8a3d85ba50effff,8a3d85b03b47fff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xd4da,KNPRES12DEL01,27.0,5.0,26.492106,80.327797,26.562106,80.397797,16-02-2022,20:55,21:05,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,8a3d8c0c324ffff,8a3d8c3b0a8ffff,Nawabganj,Unnao,Uttar Pradesh,Unlisted
0xd6ef,AGRRES01DEL02,24.0,4.4,27.161661,78.011544,27.241661,78.091544,18-02-2022,20:45,0.875,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,8a3d8584a717fff,8a3d85b06a87fff,Agra,Dayal Bagh,Uttar Pradesh,Unlisted
0xd446,ALHRES08DEL03,28.0,4.9,25.450329,81.834279,25.540329,81.924279,12-02-2022,22:15,22:20,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,8a3d8b121cf7fff,8a3d8b8ce187fff,Allahabad,Jhusi,Uttar Pradesh,Unlisted
0xd3fa,ALHRES17DEL03,37.0,4.9,25.45235,81.841889,25.48235,81.871889,11-02-2022,20:30,20:45,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,8a3d8b121017fff,8a3d8b8d300ffff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xd747,AGRRES07DEL02,31.0,4.3,27.160934,78.044095,27.180934,78.064095,11-02-2022,09:30,09:45,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,8a3d85ba5caffff,8a3d85b1675ffff,Agra,Agra,Uttar Pradesh,Unlisted
0xdd28,AGRRES11DEL02,35.0,4.5,27.163303,78.057044,27.293303,78.187044,18-02-2022,22:45,22:50,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,8a3d85ba50effff,8a3d85b7600ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xd550,ALHRES19DEL03,26.0,5.0,25.457116,81.859682,25.487116,81.889682,17-02-2022,22:10,22:25,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,10,8a3d8b12c577fff,8a3d8b8de56ffff,Allahabad,Jhusi,Uttar Pradesh,Unlisted
0xdb84,ALHRES05DEL01,35.0,4.0,25.457687,81.835585,25.567687,81.945585,16-02-2022,21:35,21:50,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,8a3d8b1218b7fff,8a3d8b8cdc87fff,Allahabad,Mau Aimma,Uttar Pradesh,Unlisted
0xdfa1,KNPRES19DEL03,37.0,4.5,26.49095,80.318656,26.55095,80.378656,11-02-2022,22:35,22:40,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,8a3d8c0c33a7fff,8a3d8c3b622ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xd7fa,AGRRES04DEL02,35.0,4.9,27.195928,77.998092,27.325928,78.128092,12-02-2022,17:30,17:40,Fog,Medium,0,Meal,motorcycle,2.0,No,Urban,36,8a3d8584c627fff,8a3dae4d371ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xcda0,ALHRES18DEL02,31.0,4.3,25.450317,81.831681,25.470317,81.851681,13-02-2022,0.5,12:10,Windy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,48,8a3d8b121ca7fff,8a3d8b8d2757fff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xc371,AGRRES01DEL01,,,27.161661,78.011544,27.231661,78.081544,12-02-2022,,23:05,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,12,8a3d8584a717fff,8a3d85b0650ffff,Agra,Dayal Bagh,Uttar Pradesh,Unlisted
0xbfc4,ALHRES20DEL02,33.0,4.8,25.454697,81.834492,25.474697,81.854492,17-02-2022,09:30,09:40,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,8a3d8b121d5ffff,8a3d8b8d23affff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xc3ed,ALHRES12DEL02,23.0,4.7,25.443994,81.860187,25.573994,81.990187,18-02-2022,21:30,21:45,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,8a3d8b12e167fff,8a3d8bb94907fff,Allahabad,Phulpur,Uttar Pradesh,Unlisted
0xc230,ALHRES12DEL02,29.0,4.6,25.443994,81.860187,25.573994,81.990187,16-02-2022,23:25,23:40,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,8a3d8b12e167fff,8a3d8bb94907fff,Allahabad,Phulpur,Uttar Pradesh,Unlisted
0xd8af,ALHRES12DEL03,22.0,4.7,25.443994,81.860187,25.583994,82.000187,16-02-2022,22:55,23:10,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,8a3d8b12e167fff,8a3d8bbb30b7fff,Allahabad,Phulpur,Uttar Pradesh,Unlisted
0xd7aa,KNPRES11DEL02,37.0,4.9,26.474986,80.342796,26.494986,80.362796,17-02-2022,08:25,08:35,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,14,8a3d8c0dd29ffff,8a3d8c0caa77fff,Kanpur,Nawabganj,Uttar Pradesh,Unlisted
0xcc1b,AGRRES08DEL02,26.0,4.6,27.160934,78.044095,27.290934,78.174095,16-02-2022,0.833333333,20:10,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,8a3d85ba5caffff,8a3d85b76d8ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xc459,AGRRES11DEL03,27.0,4.8,27.163303,78.057044,27.303303,78.197044,16-02-2022,23:50,1,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,8a3d85ba50effff,8a3d85b70d07fff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xc48f,KNPRES03DEL01,29.0,4.6,26.469003,80.316344,26.579003,80.426344,12-02-2022,22:55,23:05,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,16,8a3d8c0dc38ffff,8a3d8c3a26e7fff,Nawabganj,Unnao,Uttar Pradesh,Unlisted
0xe1d8,KNPRES01DEL03,20.0,5.0,26.483672,80.320708,26.623672,80.460708,18-02-2022,20:55,21:10,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,8a3d8c0c36e7fff,8a3d8c3acc07fff,Nawabganj,Unnao,Uttar Pradesh,Unlisted
0xcf16,KNPRES15DEL03,32.0,4.8,26.482419,80.320939,26.572419,80.410939,16-02-2022,20:10,20:20,Sunny,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,44,8a3d8c0c36c7fff,8a3d8c3b1807fff,Nawabganj,Unnao,Uttar Pradesh,Unlisted
0xc3a8,KNPRES19DEL03,25.0,4.8,26.49095,80.318656,26.55095,80.378656,13-02-2022,22:10,22:15,Fog,Low,2,Drinks,scooter,1.0,No,Urban,14,8a3d8c0c33a7fff,8a3d8c3b622ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xe0ab,KNPRES09DEL03,28.0,4.6,26.473698,80.352677,26.533698,80.412677,13-02-2022,21:20,21:25,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,,11,8a3d8c0d9b37fff,8a3d8c394b47fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xc3a1,ALHRES07DEL03,35.0,4.6,25.449659,81.839744,25.479659,81.869744,11-02-2022,23:25,23:40,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,21,8a3d8b1210b7fff,8a3d8b8d3087fff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xbfe3,ALHRES20DEL02,38.0,4.7,25.454697,81.834492,25.504697,81.884492,17-02-2022,22:15,22:20,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,8a3d8b121d5ffff,8a3d8b8d1207fff,Allahabad,Jhusi,Uttar Pradesh,Unlisted
0xd9e3,KNPRES01DEL02,32.0,4.6,26.483672,80.320708,26.503672,80.340708,13-02-2022,11:55,0.5,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,25,8a3d8c0c36e7fff,8a3d8c0cea87fff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xce05,KNPRES03DEL01,28.0,4.6,26.469003,80.316344,26.539003,80.386344,18-02-2022,23:55,1,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,24,8a3d8c0dc38ffff,8a3d8c3b210ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xc985,AGRRES11DEL02,24.0,4.9,27.163303,78.057044,27.183303,78.077044,11-02-2022,0.375,09:05,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,16,8a3d85ba50effff,8a3d85b1049ffff,Agra,Agra,Uttar Pradesh,Unlisted
0xcfde,ALHRES16DEL02,37.0,4.8,25.450377,81.834236,25.470377,81.854236,15-02-2022,0.416666667,10:10,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,8a3d8b121cf7fff,8a3d8b8d2667fff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xc1d8,KNPRES14DEL01,38.0,4.1,26.463504,80.372929,26.533504,80.442929,16-02-2022,19:55,0.833333333,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,50,8a3d8c7644d7fff,8a3d8c395247fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xce3d,KNPRES04DEL02,27.0,4.8,26.471529,80.313458,26.601529,80.443458,18-02-2022,17:35,17:50,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,8a3d8c0dc06ffff,8a3d8c3a3b87fff,Nawabganj,Unnao,Uttar Pradesh,Unlisted
0xe027,AGRRES03DEL02,32.0,4.7,27.160832,78.011608,27.210832,78.061608,11-02-2022,17:55,18:10,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,8a3d8584a7a7fff,8a3d85b1416ffff,Agra,Dayal Bagh,Uttar Pradesh,Unlisted
0xe263,KNPRES02DEL02,31.0,4.7,26.471617,80.313564,26.491617,80.333564,13-02-2022,0.416666667,10:05,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,8a3d8c0dc06ffff,8a3d8c0ce40ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xe161,KNPRES11DEL03,27.0,4.8,26.474986,80.342796,26.564986,80.432796,16-02-2022,0.916666667,22:05,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,8a3d8c0dd29ffff,8a3d8c3844a7fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xc3ab,AGRRES04DEL02,30.0,4.9,27.195928,77.998092,27.325928,78.128092,18-02-2022,19:40,19:45,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,8a3d8584c627fff,8a3dae4d371ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xde75,KNPRES01DEL01,38.0,4.2,26.483672,80.320708,26.523672,80.360708,17-02-2022,15:35,15:50,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,31,8a3d8c0c36e7fff,8a3d8c0cd547fff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xd01e,AGRRES04DEL01,22.0,4.5,27.195928,77.998092,27.305928,78.108092,12-02-2022,18:15,18:25,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,8a3d8584c627fff,8a3d85b2136ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xd668,ALHRES14DEL01,35.0,4.9,25.459775,81.834841,25.569775,81.944841,18-02-2022,17:55,18:10,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,42,8a3d8b1219affff,8a3d8b8cdd8ffff,Allahabad,Mau Aimma,Uttar Pradesh,Unlisted
0xde36,KNPRES15DEL03,22.0,4.7,26.482419,80.320939,26.572419,80.410939,18-02-2022,0.958333333,23:10,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,,13,8a3d8c0c36c7fff,8a3d8c3b1807fff,Nawabganj,Unnao,Uttar Pradesh,Unlisted
0xcd11,KNPRES19DEL01,34.0,4.3,26.49095,80.318656,26.50095,80.328656,15-02-2022,0.416666667,10:15,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,8a3d8c0c33a7fff,8a3d8c0ced5ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xcc09,KNPRES11DEL03,38.0,4.8,26.474986,80.342796,26.534986,80.402796,13-02-2022,19:15,19:20,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,8a3d8c0dd29ffff,8a3d8c3b3597fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xd6fb,KNPRES14DEL01,21.0,4.3,26.463504,80.372929,26.503504,80.412929,13-02-2022,12:45,12:50,Fog,High,2,Meal,motorcycle,0.0,No,Metropolitian,33,8a3d8c7644d7fff,8a3d8c396207fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xc594,AGRRES17DEL03,26.0,4.5,27.157772,78.04725,27.297772,78.18725,18-02-2022,17:50,17:55,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,8a3d85ba551ffff,8a3d85b76b9ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xd352,KNPRES11DEL02,34.0,4.4,26.474986,80.342796,26.554986,80.422796,12-02-2022,23:25,23:35,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,35,8a3d8c0dd29ffff,8a3d8c386d2ffff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xc64a,ALHRES16DEL03,36.0,4.5,25.450377,81.834236,25.480377,81.864236,17-02-2022,20:35,20:40,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,8a3d8b121cf7fff,8a3d8b8d3cc7fff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xbf42,AGRRES13DEL01,,,27.159795,78.04299,27.199795,78.08299,15-02-2022,,15:25,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Urban,16,8a3d85ba5cb7fff,8a3d85b10b8ffff,Agra,Dayal Bagh,Uttar Pradesh,Unlisted
0xcd3c,ALHRES17DEL03,21.0,5.0,25.45235,81.841889,25.51235,81.901889,13-02-2022,19:30,19:45,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,8a3d8b121017fff,8a3d8b8dc057fff,Allahabad,Jhusi,Uttar Pradesh,Unlisted
0xc69b,AGRRES14DEL02,23.0,4.2,27.16185,78.040165,27.24185,78.120165,16-02-2022,18:45,18:55,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,8a3d85ba5db7fff,8a3d85b00297fff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xc25d,AGRRES20DEL03,22.0,4.1,27.158822,78.045359,27.248822,78.135359,18-02-2022,20:50,21:05,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,8a3d85ba5537fff,8a3d85b0144ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xcf84,KNPRES14DEL02,37.0,4.6,26.463504,80.372929,26.513504,80.422929,15-02-2022,19:20,19:35,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,8a3d8c7644d7fff,8a3d8c390127fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xd4ad,AGRRES18DEL02,29.0,4.7,27.161694,78.034714,27.241694,78.114714,18-02-2022,21:30,21:35,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,8a3d85ba4a17fff,8a3d85b0072ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xce77,KNPRES09DEL03,29.0,4.6,26.473698,80.352677,26.533698,80.412677,17-02-2022,21:45,21:50,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,12,8a3d8c0d9b37fff,8a3d8c394b47fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xdee5,KNPRES15DEL01,34.0,4.9,26.482419,80.320939,26.522419,80.360939,15-02-2022,15:25,15:30,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,15,8a3d8c0c36c7fff,8a3d8c0cd42ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xde31,AGRRES11DEL02,37.0,4.9,27.163303,78.057044,27.213303,78.107044,15-02-2022,21:40,21:50,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,8a3d85ba50effff,8a3d85b11b2ffff,Agra,Dayal Bagh,Uttar Pradesh,Unlisted
0xc6d8,AGRRES05DEL02,31.0,4.8,27.201725,78.007553,27.331725,78.137553,12-02-2022,20:40,20:45,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,8a3d8584d5b7fff,8a3dae4d3257fff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xe059,KNPRES13DEL03,39.0,4.6,26.481547,80.299775,26.621547,80.439775,16-02-2022,1,24:15:00,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,8a3d8c0c221ffff,8a3d8c3a198ffff,Nawabganj,Unnao,Uttar Pradesh,Unlisted
0xc3de,ALHRES20DEL01,26.0,4.9,25.454697,81.834492,25.564697,81.944492,14-02-2022,20:50,21:05,Sunny,Jam,1,Snack,motorcycle,,No,Metropolitian,17,8a3d8b121d5ffff,8a3d8b8cc277fff,Allahabad,Mau Aimma,Uttar Pradesh,Unlisted
0xcb4a,KNPRES03DEL02,35.0,5.0,26.469003,80.316344,26.489003,80.336344,15-02-2022,0.375,09:15,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,11,8a3d8c0dc38ffff,8a3d8c0ce4dffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xbfa1,ALHRES01DEL02,23.0,,25.454648,81.834502,25.584648,81.964502,18-02-2022,19:50,19:55,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,8a3d8b121d5ffff,8a3d8bbb6617fff,Allahabad,Mau Aimma,Uttar Pradesh,Unlisted
0xd20c,AGRRES08DEL02,30.0,4.4,27.160934,78.044095,27.240934,78.124095,18-02-2022,21:40,21:50,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,39,8a3d85ba5caffff,8a3d85b0391ffff,Agra,Itimadpur,Uttar Pradesh,Unlisted
0xd2bf,AGRRES17DEL01,36.0,4.8,27.157772,78.04725,27.167772,78.05725,11-02-2022,08:20,08:25,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,24,8a3d85ba551ffff,8a3d85ba5a97fff,Agra,Agra,Uttar Pradesh,Unlisted
0xc923,KNPRES05DEL02,23.0,5.0,26.479108,80.315042,26.529108,80.365042,13-02-2022,17:40,17:50,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,8a3d8c0dcb5ffff,8a3d8c0cd02ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xc30f,KNPRES11DEL02,33.0,4.7,26.474986,80.342796,26.604986,80.472796,16-02-2022,17:50,18:05,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,41,8a3d8c0dd29ffff,8a3d8c3ae317fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xcd06,AGRRES18DEL02,23.0,4.5,27.161694,78.034714,27.211694,78.084714,13-02-2022,17:15,17:25,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,17,8a3d85ba4a17fff,8a3d85b1509ffff,Agra,Dayal Bagh,Uttar Pradesh,Unlisted
0xca04,AGRRES010DEL02,30.0,5.0,27.163303,78.057044,27.183303,78.077044,13-02-2022,11:15,11:25,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,30,8a3d85ba50effff,8a3d85b1049ffff,Agra,Agra,Uttar Pradesh,Unlisted
0xbf19,ALHRES18DEL01,,,25.450317,81.831681,25.460317,81.841681,17-02-2022,,09:10,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,12,8a3d8b121ca7fff,8a3d8b12185ffff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xdab4,ALHRES07DEL01,20.0,4.8,25.449659,81.839744,25.459659,81.849744,15-02-2022,10:10,10:15,Windy,Low,1,Buffet,scooter,1.0,No,Urban,12,8a3d8b1210b7fff,8a3d8b121aeffff,Allahabad,Allahabad,Uttar Pradesh,Unlisted
0xcdac,KNPRES16DEL02,24.0,4.5,26.482581,80.315628,26.532581,80.365628,13-02-2022,23:10,23:25,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,19,8a3d8c0c3787fff,8a3d8c0cd16ffff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xdaed,KNPRES04DEL03,28.0,5.0,26.471529,80.313458,26.531529,80.373458,15-02-2022,0.875,21:15,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,8a3d8c0dc06ffff,8a3d8c0cd377fff,Nawabganj,Nawabganj,Uttar Pradesh,Unlisted
0xdcbd,KNPRES12DEL02,21.0,4.7,26.492106,80.327797,26.572106,80.407797,14-02-2022,20:55,0.875,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,15,8a3d8c0c324ffff,8a3d8c3b19affff,Nawabganj,Unnao,Uttar Pradesh,Unlisted
0xcd98,KNPRES010DEL03,21.0,4.8,26.47775,80.351569,26.53775,80.411569,15-02-2022,20:40,20:55,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,8a3d8c0ca417fff,8a3d8c3b37a7fff,Kanpur,Unnao,Uttar Pradesh,Unlisted
0xc744,ALHRES16DEL02,35.0,4.6,25.450377,81.834236,25.500377,81.884236,17-02-2022,19:40,19:55,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,8a3d8b121cf7fff,8a3d8b8d129ffff,Allahabad,Jhusi,Uttar Pradesh,Unlisted
0xd21e,KNPRES11DEL03,27.0,4.7,26.474986,80.342796,26.504986,80.372796,15-02-2022,21:15,21:25,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,20,8a3d8c0dd29ffff,8a3d8c0c82dffff,Kanpur,Nawabganj,Uttar Pradesh,Unlisted
0xdf43,ALHRES03DEL03,36.0,5.0,25.451517,81.832616,25.591517,81.972616,16-02-2022,18:40,18:45,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,8a3d8b121c17fff,8a3d8bbb62e7fff,Allahabad,Mau Aimma,Uttar Pradesh,Unlisted
