ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),restaurant_hex_zone,delivery_hex_zone,r_city,d_city,state,busy_tag
0x279f,MUMRES13DEL03,27.0,4.2,19.178321,72.834715,19.268321,72.924715,06-04-2022,20:30,20:35,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,8a608b4633a7fff,8a608b40ea4ffff,Borivli,Borivli,Maharashtra,Unlisted
0xd27b,AURGRES04DEL02,29.0,4.5,19.876106,75.340775,20.006106,75.470775,18-02-2022,22:30,22:40,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,8a609c36dc5ffff,8a609c308d87fff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0xb59b,MUMRES010DEL01,28.0,4.5,19.003517,72.82765,19.073517,72.89765,12-03-2022,17:10,17:20,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,8a608b0a5487fff,8a608b56b867fff,Mumbai,Mumbai,Maharashtra,Unlisted
0xb785,MUMRES01DEL02,35.0,3.9,19.12663,72.829976,19.20663,72.909976,29-03-2022,19:55,20:10,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,8a608b092b37fff,8a608b474d9ffff,Mumbai,Thane,Maharashtra,Unlisted
0x9e8a,PUNERES05DEL02,20.0,4.7,18.543626,73.905101,18.623626,73.985101,23-03-2022,17:10,17:15,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,16,8a60885158cffff,8a608e258277fff,Shivaji Nagar,Lohogaon,Maharashtra,Unlisted
0x3376,MUMRES010DEL01,20.0,4.8,19.003517,72.82765,19.013517,72.83765,09-03-2022,09:30,09:45,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,16,8a608b0a5487fff,8a608b0a0d07fff,Mumbai,Mumbai,Maharashtra,Unlisted
0x3e21,MUMRES19DEL03,30.0,4.6,19.131141,72.813074,19.16114,72.843074,07-03-2022,0.791666667,19:10,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,8a608b0930b7fff,8a608b461c8ffff,Mumbai,Borivli,Maharashtra,Unlisted
0xc4b3,AURGRES12DEL02,39.0,4.9,19.879631,75.323403,19.899631,75.343403,17-02-2022,11:10,11:15,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,8a609c369947fff,8a609c36819ffff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0x6357,MUMRES07DEL03,20.0,4.5,19.091458,72.827808,19.151458,72.887808,28-03-2022,19:30,19:35,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,8a608b095c6ffff,8a608b559b57fff,Mumbai,Powai,Maharashtra,Unlisted
0x970a,PUNERES12DEL02,32.0,4.5,18.520016,73.830547,18.570016,73.880547,09-03-2022,20:30,20:35,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,8a6088508c9ffff,8a608851e9b7fff,Shivaji Nagar,Khadki,Maharashtra,Unlisted
0x9bf9,PUNERES19DEL01,32.0,4.4,18.563934,73.915367,18.603935,73.955367,05-03-2022,0.666666667,16:05,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,8a60885109affff,8a60885a48dffff,Lohogaon,Lohogaon,Maharashtra,Unlisted
0x5bd9,MUMRES01DEL01,21.0,4.8,19.12663,72.829976,19.16663,72.869976,05-03-2022,15:25,15:35,Windy,Medium,2,Buffet,scooter,1.0,No,,27,8a608b092b37fff,8a608b466a0ffff,Mumbai,Powai,Maharashtra,Unlisted
0x8633,MUMRES13DEL02,37.0,4.6,19.178321,72.834715,19.198321,72.854715,13-03-2022,11:45,0.5,Stormy,High,2,Buffet,electric_scooter,1.0,No,Urban,28,8a608b4633a7fff,8a608b444d27fff,Borivli,Borivli,Maharashtra,Unlisted
0x2185,PUNERES12DEL01,34.0,4.9,18.520016,73.830547,18.630016,73.940547,02-03-2022,22:55,23:05,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,26,8a6088508c9ffff,8a60885a04e7fff,Shivaji Nagar,Lohogaon,Maharashtra,Unlisted
0xa64c,PUNERES12DEL01,36.0,4.8,18.520016,73.830547,18.530016,73.840547,21-03-2022,10:15,10:20,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,8a6088508c9ffff,8a608850e71ffff,Shivaji Nagar,Shivaji Nagar,Maharashtra,Unlisted
0x7725,PUNERES12DEL01,38.0,3.7,18.520016,73.830547,18.630016,73.940547,25-03-2022,20:30,20:40,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,8a6088508c9ffff,8a60885a04e7fff,Shivaji Nagar,Lohogaon,Maharashtra,Unlisted
0x6edb,PUNERES06DEL01,34.0,3.8,18.546258,73.904337,18.656258,74.014337,10-03-2022,18:40,18:55,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,8a6088515157fff,8a608e2ed39ffff,Shivaji Nagar,Koregaon,Maharashtra,Unlisted
0x6bfb,MUMRES15DEL01,38.0,4.6,19.176269,72.836721,19.216269,72.876721,17-03-2022,12:45,12:55,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,26,8a608b463a97fff,8a608b470237fff,Borivli,Borivli,Maharashtra,Unlisted
0x1db4,PUNERES17DEL03,34.0,4.2,18.530963,73.828972,18.590963,73.888972,21-03-2022,22:50,0.958333333,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,8a608850a857fff,8a6088513637fff,Shivaji Nagar,Lohogaon,Maharashtra,Unlisted
0x997b,MUMRES07DEL01,33.0,4.3,19.091458,72.827808,19.201458,72.937808,02-04-2022,17:20,17:30,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,8a608b095c6ffff,8a608b42d0a7fff,Mumbai,Thane,Maharashtra,Unlisted
0xcdb6,AURGRES03DEL01,26.0,4.6,19.874733,75.353942,19.984733,75.463942,14-02-2022,18:35,18:50,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,8a609c36cb0ffff,8a609c30dcaffff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0x4b8a,MUMRES08DEL01,26.0,4.7,19.065838,72.832658,19.175838,72.942658,06-03-2022,21:55,22:10,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,8a608b0b178ffff,8a608b55ed07fff,Mumbai,Thane,Maharashtra,Unlisted
0x4ac4,PUNERES11DEL03,26.0,4.9,18.533811,73.899315,18.623811,73.989315,02-04-2022,19:35,19:40,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,8a60885067a7fff,8a608e258317fff,Pune,Lohogaon,Maharashtra,Unlisted
0x1655,MUMRES16DEL01,29.0,4.8,19.120083,72.907385,19.190083,72.977385,06-04-2022,23:45,23:55,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,8a608b54e81ffff,8a608b552887fff,Powai,Thane,Maharashtra,Unlisted
0x7573,PUNERES19DEL02,21.0,4.9,18.563934,73.915367,18.643935,73.995367,23-03-2022,23:30,23:35,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,8a60885109affff,8a608e25aa9ffff,Lohogaon,Koregaon,Maharashtra,Unlisted
0xa348,MUMRES07DEL02,20.0,4.7,19.091458,72.827808,19.111458,72.847808,19-03-2022,08:45,08:50,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,8a608b095c6ffff,8a608b094487fff,Mumbai,Mumbai,Maharashtra,Unlisted
0xa20a,PUNERES13DEL03,21.0,4.7,18.56245,73.916619,18.65245,74.006619,10-03-2022,23:45,23:55,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,8a608851464ffff,8a608e25a537fff,Lohogaon,Koregaon,Maharashtra,Unlisted
0x5561,PUNERES010DEL01,31.0,4.2,18.539299,73.897902,18.609299,73.967902,10-03-2022,0.875,21:05,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,35,8a6088515a67fff,8a608e259a57fff,Shivaji Nagar,Lohogaon,Maharashtra,Unlisted
0xd413,AURGRES07DEL02,37.0,4.7,19.875908,75.358888,19.925908,75.408888,17-02-2022,22:40,22:50,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,8a609c36c847fff,8a609c362577fff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0xbbc6,PUNERES04DEL01,22.0,4.7,18.51421,73.838429,18.62421,73.948429,06-04-2022,23:20,23:30,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,8a608850eb47fff,8a60885a0d9ffff,Pune,Lohogaon,Maharashtra,Unlisted
0xcc11,AURGRES05DEL02,38.0,5.0,19.875522,75.367127,19.925522,75.417127,15-02-2022,21:20,21:35,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,8a609dd92667fff,8a609c375367fff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0x6436,PUNERES07DEL01,34.0,3.7,18.546947,73.900626,18.656947,74.010626,27-03-2022,21:30,21:40,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,8a608851504ffff,8a608e2ed2f7fff,Shivaji Nagar,Koregaon,Maharashtra,Unlisted
0x8b2b,MUMRES14DEL03,38.0,4.6,19.1813,72.836191,19.2413,72.896191,21-03-2022,20:10,20:20,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,8a608b4630cffff,8a608b472caffff,Borivli,Borivli,Maharashtra,Unlisted
0xde6f,AURGRES03DEL03,28.0,5.0,19.874733,75.353942,19.964733,75.443942,14-02-2022,0.75,18:15,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,8a609c36cb0ffff,8a609c376667fff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0xdcaa,AURGRES03DEL02,36.0,5.0,19.874733,75.353942,19.954733,75.433942,14-02-2022,19:35,19:40,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,8a609c36cb0ffff,8a609c370ccffff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0x9098,MUMRES19DEL03,20.0,5.0,19.131141,72.813074,19.19114,72.873074,15-03-2022,23:15,23:20,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,8a608b0930b7fff,8a608b475adffff,Mumbai,Borivli,Maharashtra,Unlisted
0xa3a6,PUNERES04DEL03,20.0,4.9,18.51421,73.838429,18.60421,73.928429,18-03-2022,17:15,17:30,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,8a608850eb47fff,8a60885a5747fff,Pune,Lohogaon,Maharashtra,Unlisted
0x57ce,PUNERES11DEL02,30.0,4.9,18.533811,73.899315,18.583811,73.949315,17-03-2022,23:45,1,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,8a60885067a7fff,8a608e24b147fff,Pune,Lohogaon,Maharashtra,Unlisted
0x7096,PUNERES01DEL03,26.0,4.1,18.569156,73.774723,18.629156,73.834723,11-03-2022,0.958333333,23:15,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,21,8a6088423b0ffff,8a6088432937fff,Pimpri,Pimpri,Maharashtra,Unlisted
0xc55c,AURGRES05DEL02,34.0,4.9,19.875522,75.367127,19.925522,75.417127,11-02-2022,23:15,23:30,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,8a609dd92667fff,8a609c375367fff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0x9b27,PUNERES18DEL03,21.0,4.7,18.593481,73.785901,18.623481,73.815901,28-03-2022,19:10,19:15,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11,8a6088404807fff,8a608843065ffff,Pimpri,Pimpri,Maharashtra,Unlisted
0x2997,MUMRES20DEL02,24.0,4.1,19.103249,72.846749,19.233249,72.976749,29-03-2022,20:35,20:50,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39,8a608b094197fff,8a608b423a8ffff,Mumbai,Thane,Maharashtra,Unlisted
0x1d9c,MUMRES06DEL03,22.0,4.8,19.055831,72.833984,19.085831,72.863984,19-03-2022,22:30,22:35,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,17,8a608b0b115ffff,8a608b0b2c6ffff,Mumbai,Mumbai,Maharashtra,Unlisted
0x56aa,PUNERES15DEL01,25.0,4.5,18.636215,73.751081,18.646215,73.761081,03-03-2022,08:20,08:30,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,24,8a60884034c7fff,8a608841cd47fff,Pimpri,Pimpri,Maharashtra,Unlisted
0x7b89,MUMRES16DEL01,24.0,5.0,19.120083,72.907385,19.160083,72.947385,03-04-2022,13:40,13:55,Sunny,High,2,Drinks,scooter,0.0,No,Urban,12,8a608b54e81ffff,8a608b55116ffff,Powai,Thane,Maharashtra,Unlisted
0xa635,PUNERES14DEL01,22.0,3.5,18.516216,73.842527,18.586216,73.912527,25-03-2022,23:40,23:50,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,33,8a608850e84ffff,8a6088512bb7fff,Pune,Lohogaon,Maharashtra,Unlisted
0x1c01,MUMRES19DEL03,31.0,5.0,19.131141,72.813074,19.19114,72.873074,19-03-2022,22:55,0.958333333,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,8a608b0930b7fff,8a608b475adffff,Mumbai,Borivli,Maharashtra,Unlisted
0x929,MUMRES16DEL02,,,19.120083,72.907385,19.170083,72.957385,11-03-2022,,18:35,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,17,8a608b54e81ffff,8a608b55026ffff,Powai,Thane,Maharashtra,Unlisted
0xa077,PUNERES02DEL01,29.0,4.9,18.55144,73.804855,18.62144,73.874855,20-03-2022,19:40,19:55,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45,8a60884243affff,8a60885a839ffff,Khadki,Lohogaon,Maharashtra,Unlisted
0x7b54,PUNERES010DEL01,21.0,4.8,18.539299,73.897902,18.609299,73.967902,23-03-2022,22:35,22:45,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,13,8a6088515a67fff,8a608e259a57fff,Shivaji Nagar,Lohogaon,Maharashtra,Unlisted
0xdd00,AURGRES09DEL03,35.0,4.8,19.874103,75.368419,19.904103,75.398419,13-02-2022,17:10,17:20,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,29,8a609dd9274ffff,8a609c360727fff,Aurangabad,Aurangabad,Maharashtra,Unlisted
0x4cce,PUNERES12DEL01,24.0,4.8,18.520016,73.830547,18.530016,73.840547,09-03-2022,0.5,12:15,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,10,8a6088508c9ffff,8a608850e71ffff,Shivaji Nagar,Shivaji Nagar,Maharashtra,Unlisted
0x768d,MUMRES09DEL03,25.0,4.8,18.994049,72.825203,19.054049,72.885203,24-03-2022,17:20,17:35,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,22,8a608b0a5187fff,8a608b569a57fff,Mumbai,Mumbai,Maharashtra,Unlisted
0x2c5a,PUNERES19DEL02,31.0,4.4,18.563934,73.915367,18.693935,74.045367,04-03-2022,22:20,22:25,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,37,8a60885109affff,8a608e2ee4cffff,Lohogaon,Koregaon,Maharashtra,Unlisted
0x41f5,PUNERES12DEL02,22.0,4.9,18.520016,73.830547,18.540016,73.850547,09-03-2022,08:35,08:50,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,16,8a6088508c9ffff,8a608851d81ffff,Shivaji Nagar,Shivaji Nagar,Maharashtra,Unlisted
0x53e7,PUNERES06DEL02,24.0,4.8,18.546258,73.904337,18.676258,74.034337,06-04-2022,19:55,20:05,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,8a6088515157fff,8a608e2e8d1ffff,Shivaji Nagar,Koregaon,Maharashtra,Unlisted
0x2668,PUNERES09DEL01,28.0,4.8,18.536562,73.896485,18.576562,73.936485,05-03-2022,16:35,16:50,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,14,8a6088506687fff,8a6088516d5ffff,Shivaji Nagar,Lohogaon,Maharashtra,Unlisted
