ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),restaurant_hex_zone,delivery_hex_zone,r_city,d_city,state,busy_tag
0x24ac,SURRES05DEL02,27.0,4.6,21.175104,72.804342,21.255104,72.884342,14-03-2022,23:45,23:50,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,8a42d9d6855ffff,8a42d98a5c27fff,Surat,Utran,Gujarat,Moderate
0x6e2,VADRES06DEL01,,,22.31279,73.170283,22.42279,73.280283,02-04-2022,,18:25,,,3,Snack,electric_scooter,0.0,No,Metropolitian,25,8a42ca853777fff,8a42cab33077fff,Vadodara,Vadodara,Gujarat,Moderate
0x7150,SURRES14DEL01,26.0,5.0,21.157729,72.768726,21.167729,72.778726,03-04-2022,10:15,10:25,Fog,Low,2,Meal,scooter,1.0,No,Urban,11,8a42d9d63627fff,8a42d9d6ecd7fff,Surat,Surat,Gujarat,Moderate
0x1e58,VADRES14DEL03,31.0,4.6,22.311603,73.165012,22.371603,73.225012,24-03-2022,21:20,21:35,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,8a42ca853097fff,8a42ca84a90ffff,Vadodara,Vadodara,Gujarat,Moderate
0x8ed2,VADRES20DEL01,36.0,5.0,22.311358,73.164798,22.381358,73.234798,31-03-2022,19:55,20:05,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,8a42ca853467fff,8a42ca8480f7fff,Vadodara,Vadodara,Gujarat,Moderate
0x4008,SURRES010DEL02,29.0,4.6,21.17106,72.789292,21.25106,72.869292,12-03-2022,19:40,19:55,Sunny,Jam,2,Meal,electric_scooter,,No,Metropolitian,17,8a42d9d6e0effff,8a42d98a48f7fff,Surat,Utran,Gujarat,Moderate
0x7553,SURRES03DEL01,29.0,4.6,21.186884,72.793616,21.226884,72.833616,03-03-2022,14:50,0.625,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,23,8a42d9d6c75ffff,8a42d99980c7fff,Surat,Amroli,Gujarat,Moderate
0x87e4,VADRES13DEL03,36.0,4.0,22.310237,73.158921,22.400237,73.248921,16-03-2022,20:40,20:45,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,8a42ca853507fff,8a42ca849957fff,Vadodara,Vadodara,Gujarat,Moderate
0x876b,SURRES01DEL02,39.0,4.9,21.186438,72.794115,21.236438,72.844115,17-03-2022,19:55,20:10,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,8a42d9d6c677fff,8a42d9999c0ffff,Surat,Amroli,Gujarat,Moderate
0x8771,VADRES11DEL02,31.0,4.3,22.308096,73.167753,22.388096,73.247753,25-03-2022,21:35,21:45,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,44,8a42ca853797fff,8a42ca849527fff,Vadodara,Vadodara,Gujarat,Moderate
0x2fe1,SURRES18DEL03,27.0,4.6,21.149834,72.778666,21.179834,72.808666,24-03-2022,20:35,20:40,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,8a42d9d45ceffff,8a42d9d680e7fff,Surat,Surat,Gujarat,Moderate
0x7405,SURRES19DEL01,36.0,4.9,21.149669,72.772629,21.219669,72.842629,02-03-2022,0.958333333,23:15,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,21,8a42d9d45d87fff,8a42d999bd4ffff,Surat,Surat,Gujarat,Moderate
0x892d,SURRES09DEL02,29.0,5.0,21.175975,72.795503,21.255975,72.875503,27-03-2022,22:35,22:50,Sandstorms,Low,1,Snack,scooter,,No,Urban,11,8a42d9d6e36ffff,8a42d98a4b77fff,Surat,Utran,Gujarat,Moderate
0x7220,VADRES13DEL02,30.0,3.9,22.310237,73.158921,22.390237,73.238921,06-04-2022,19:55,20:10,Stormy,Jam,2,Drinks,electric_scooter,,No,Metropolitian,32,8a42ca853507fff,8a42ca848a0ffff,Vadodara,Vadodara,Gujarat,Moderate
0x6c4d,VADRES05DEL01,30.0,4.6,22.310526,73.170937,22.420526,73.280937,27-03-2022,23:35,23:45,Sunny,Low,2,Buffet,scooter,1.0,No,,29,8a42ca853627fff,8a42cab330e7fff,Vadodara,Vadodara,Gujarat,Moderate
0xa152,SURRES18DEL03,26.0,4.9,21.149834,72.778666,21.209834,72.838666,13-03-2022,17:15,17:20,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,8a42d9d45ceffff,8a42d999a207fff,Surat,Surat,Gujarat,Moderate
0x3052,VADRES13DEL03,24.0,4.6,22.310237,73.158921,22.370237,73.218921,01-03-2022,18:40,18:50,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,25,8a42ca853507fff,8a42ca84e75ffff,Vadodara,Vadodara,Gujarat,Moderate
0x4efc,VADRES13DEL01,29.0,4.8,22.310237,73.158921,22.350237,73.198921,05-04-2022,13:50,13:55,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,18,8a42ca853507fff,8a42ca85c36ffff,Vadodara,Vadodara,Gujarat,Moderate
0x6e33,VADRES01DEL03,22.0,4.9,22.307898,73.167788,22.367898,73.227788,05-04-2022,18:40,18:45,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,8a42ca853797fff,8a42ca84a8f7fff,Vadodara,Vadodara,Gujarat,Moderate
0x1aa8,SURRES20DEL02,23.0,4.8,21.15276,72.778059,21.28276,72.908059,12-03-2022,20:40,20:45,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,8a42d9d45c67fff,8a42d9810c07fff,Surat,Kathor,Gujarat,Moderate
0x70b1,VADRES01DEL01,31.0,4.4,22.307898,73.167788,22.417898,73.277788,20-03-2022,21:15,21:20,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47,8a42ca853797fff,8a42cab33097fff,Vadodara,Vadodara,Gujarat,Moderate
0x59e5,SURRES13DEL02,37.0,4.5,21.170096,72.789122,21.220096,72.839122,11-03-2022,23:30,23:35,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,26,8a42d9d6e0cffff,8a42d99986d7fff,Surat,Surat,Gujarat,Moderate
0x8de9,SURRES14DEL03,21.0,4.9,21.157729,72.768726,21.247729,72.858726,20-03-2022,23:20,23:30,Fog,Low,2,Buffet,scooter,1.0,No,,21,8a42d9d63627fff,8a42d998a697fff,Surat,Utran,Gujarat,Moderate
0x8f58,VADRES11DEL01,30.0,4.6,22.308096,73.167753,22.318096,73.177753,13-03-2022,10:40,10:55,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,8a42ca853797fff,8a42ca853247fff,Vadodara,Vadodara,Gujarat,Moderate
0xbecb,SURRES15DEL02,33.0,4.9,21.160522,72.771477,21.210522,72.821477,05-04-2022,22:40,22:50,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,8a42d9d632b7fff,8a42d999ad5ffff,Surat,Surat,Gujarat,Moderate
0x1486,VADRES06DEL01,33.0,4.6,22.31279,73.170283,22.38279,73.240283,10-03-2022,17:10,17:25,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,49,8a42ca853777fff,8a42ca84839ffff,Vadodara,Vadodara,Gujarat,Moderate
0xa200,SURRES07DEL01,30.0,4.7,21.170798,72.790489,21.280798,72.900489,29-03-2022,22:25,22:30,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,8a42d9d6e3b7fff,8a42d9816af7fff,Surat,Kathor,Gujarat,Moderate
0x4c34,SURRES18DEL02,20.0,4.5,21.149834,72.778666,21.199834,72.828666,03-03-2022,20:15,20:20,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,8a42d9d45ceffff,8a42d999a4d7fff,Surat,Surat,Gujarat,Moderate
0x340f,SURRES05DEL01,26.0,4.6,21.175104,72.804342,21.245104,72.874342,10-03-2022,19:30,19:35,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,8a42d9d6855ffff,8a42d98a40f7fff,Surat,Utran,Gujarat,Moderate
0x3241,SURRES010DEL01,39.0,4.8,21.17106,72.789292,21.21106,72.829292,19-03-2022,14:50,15:05,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,8a42d9d6e0effff,8a42d999a157fff,Surat,Surat,Gujarat,Moderate
0x97b6,SURRES19DEL02,35.0,4.8,21.149669,72.772629,21.199669,72.822629,01-04-2022,20:50,21:05,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,8a42d9d45d87fff,8a42d999a597fff,Surat,Surat,Gujarat,Moderate
0x8b39,VADRES01DEL01,24.0,2.6,22.307898,73.167788,22.417898,73.277788,06-04-2022,22:35,22:50,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,8a42ca853797fff,8a42cab33097fff,Vadodara,Vadodara,Gujarat,Moderate
0x7ea,SURRES04DEL03,21.0,4.4,21.173493,72.801953,21.203493,72.831953,03-04-2022,22:25,22:40,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,8a42d9d68437fff,8a42d999a717fff,Surat,Surat,Gujarat,Moderate
0x9a32,VADRES11DEL01,31.0,4.9,22.308096,73.167753,22.348096,73.207753,28-03-2022,12:15,12:30,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,8a42ca853797fff,8a42ca85d42ffff,Vadodara,Vadodara,Gujarat,Moderate
0x917d,SURRES12DEL02,24.0,4.8,21.183434,72.814492,21.203434,72.834492,01-03-2022,08:45,08:55,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,8a42d9d68377fff,8a42d999a607fff,Surat,Surat,Gujarat,Moderate
0x9735,SURRES19DEL02,29.0,4.8,21.149669,72.772629,21.279669,72.902629,06-04-2022,22:50,22:55,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12,8a42d9d45d87fff,8a42d9816adffff,Surat,Kathor,Gujarat,Moderate
0x819d,VADRES20DEL01,20.0,4.9,22.311358,73.164798,22.421358,73.274798,25-03-2022,17:25,17:35,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,8a42ca853467fff,8a42cab331a7fff,Vadodara,Vadodara,Gujarat,Moderate
0x66f1,SURRES09DEL01,38.0,4.8,21.175975,72.795503,21.285975,72.905503,25-03-2022,0.833333333,20:10,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,46,8a42d9d6e36ffff,8a42d9810d2ffff,Surat,Kathor,Gujarat,Moderate
0x4c13,SURRES07DEL02,24.0,4.9,21.170798,72.790489,21.300798,72.920489,04-04-2022,19:20,19:35,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,8a42d9d6e3b7fff,8a42d9815727fff,Surat,Kathor,Gujarat,Moderate
0x1aca,SURRES16DEL01,29.0,4.9,21.160437,72.774209,21.200437,72.814209,15-03-2022,12:10,12:25,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,8a42d9d6328ffff,8a42d9d6d3affff,Surat,Surat,Gujarat,Moderate
0x6957,VADRES010DEL02,37.0,4.9,22.310329,73.169083,22.360329,73.219083,09-03-2022,17:25,17:40,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15,8a42ca85371ffff,8a42ca84ad97fff,Vadodara,Vadodara,Gujarat,Moderate
0xbcd5,SURRES03DEL01,34.0,4.8,21.186884,72.793616,21.196884,72.803616,05-04-2022,08:45,08:50,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,8a42d9d6c75ffff,8a42d9d6d567fff,Surat,Surat,Gujarat,Moderate
0x6234,VADRES01DEL01,25.0,4.8,22.307898,73.167788,22.417898,73.277788,14-03-2022,18:25,18:40,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,8a42ca853797fff,8a42cab33097fff,Vadodara,Vadodara,Gujarat,Moderate
0x33dc,VADRES13DEL01,24.0,4.9,22.310237,73.158921,22.420237,73.268921,20-03-2022,19:30,19:35,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,8a42ca853507fff,8a42cab33c07fff,Vadodara,Vadodara,Gujarat,Moderate
0x8b3f,VADRES14DEL01,23.0,4.9,22.311603,73.165012,22.351603,73.205012,05-04-2022,14:40,14:45,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,8a42ca853097fff,8a42ca85dccffff,Vadodara,Vadodara,Gujarat,Moderate
0x9587,VADRES14DEL03,22.0,4.7,22.311603,73.165012,22.401603,73.255012,04-03-2022,17:45,17:50,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,8a42ca853097fff,8a42ca849b27fff,Vadodara,Vadodara,Gujarat,Moderate
0x5803,SURRES07DEL02,29.0,5.0,21.170798,72.790489,21.220798,72.840489,21-03-2022,22:35,22:45,Windy,Low,1,Buffet,scooter,,No,Urban,16,8a42d9d6e3b7fff,8a42d999bd67fff,Surat,Surat,Gujarat,Moderate
0x4f3c,SURRES04DEL01,30.0,4.2,21.173493,72.801953,21.243493,72.871953,06-04-2022,19:50,19:55,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,8a42d9d68437fff,8a42d98a40b7fff,Surat,Utran,Gujarat,Moderate
0x8011,SURRES19DEL03,36.0,4.6,21.149669,72.772629,21.179669,72.802629,28-03-2022,0.791666667,19:10,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,8a42d9d45d87fff,8a42d9d681a7fff,Surat,Surat,Gujarat,Moderate
0x7bf,SURRES13DEL02,30.0,3.8,21.170096,72.789122,21.250096,72.869122,18-03-2022,20:25,20:35,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,8a42d9d6e0cffff,8a42d98a488ffff,Surat,Utran,Gujarat,Moderate
0x9c8c,SURRES11DEL01,21.0,4.9,21.157735,72.768778,21.167735,72.778778,13-03-2022,11:25,11:35,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,13,8a42d9d63627fff,8a42d9d6ecd7fff,Surat,Surat,Gujarat,Moderate
0x4d5b,SURRES03DEL02,22.0,4.9,21.186884,72.793616,21.206884,72.813616,03-03-2022,11:10,11:20,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,8a42d9d6c75ffff,8a42d9d6dae7fff,Surat,Surat,Gujarat,Moderate
0x8f9e,SURRES14DEL03,39.0,4.5,21.157729,72.768726,21.187729,72.798726,30-03-2022,18:25,18:35,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,8a42d9d63627fff,8a42d9d68907fff,Surat,Surat,Gujarat,Moderate
0x9d2b,SURRES14DEL01,30.0,5.0,21.157729,72.768726,21.197729,72.808726,30-03-2022,14:50,15:05,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,8a42d9d63627fff,8a42d9d6d08ffff,Surat,Surat,Gujarat,Moderate
0x8a91,VADRES06DEL03,37.0,4.7,22.31279,73.170283,22.37279,73.230283,11-03-2022,21:10,21:20,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,8a42ca853777fff,8a42ca84849ffff,Vadodara,Vadodara,Gujarat,Moderate
0x5fd4,SURRES04DEL01,23.0,2.5,21.173493,72.801953,21.283493,72.911953,20-03-2022,23:50,24:05:00,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,34,8a42d9d68437fff,8a42d9810c5ffff,Surat,Kathor,Gujarat,Moderate
0x33b9,SURRES18DEL01,34.0,4.9,21.149834,72.778666,21.159834,72.788666,21-03-2022,08:55,0.375,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,8a42d9d45ceffff,8a42d9d45a77fff,Surat,Surat,Gujarat,Moderate
0xb52c,VADRES14DEL02,31.0,4.7,22.311603,73.165012,22.391603,73.245012,27-03-2022,18:40,18:45,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,8a42ca853097fff,8a42ca849c37fff,Vadodara,Vadodara,Gujarat,Moderate
0xfc1,VADRES06DEL03,35.0,4.9,22.31279,73.170283,22.34279,73.200283,19-03-2022,20:30,20:45,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,8a42ca853777fff,8a42ca858927fff,Vadodara,Vadodara,Gujarat,Moderate
0x8fa0,SURRES01DEL01,30.0,4.4,21.186438,72.794115,21.296438,72.904115,02-04-2022,22:10,22:25,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,8a42d9d6c677fff,8a42d981431ffff,Surat,Kathor,Gujarat,Moderate
0x291d,VADRES11DEL01,32.0,5.0,22.308096,73.167753,22.378096,73.237753,27-03-2022,0.875,21:15,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,8a42ca853797fff,8a42ca848627fff,Vadodara,Vadodara,Gujarat,Moderate
0x8c35,SURRES09DEL02,24.0,4.8,21.175975,72.795503,21.305975,72.925503,06-03-2022,0.791666667,19:05,Fog,Medium,0,Snack,motorcycle,,No,Metropolitian,37,8a42d9d6e36ffff,8a42d981531ffff,Surat,Kathor,Gujarat,Moderate
0x6932,VADRES19DEL03,29.0,5.0,22.311844,73.165081,22.341844,73.195081,19-03-2022,20:40,20:55,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,20,8a42ca853097fff,8a42ca85c747fff,Vadodara,Vadodara,Gujarat,Moderate
0x8e3,SURRES010DEL03,,,21.17106,72.789292,21.23106,72.849292,09-03-2022,,18:30,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21,8a42d9d6e0effff,8a42d999940ffff,Surat,Utran,Gujarat,Moderate
0x417b,SURRES15DEL01,35.0,4.7,21.160522,72.771477,21.170522,72.781477,01-04-2022,0.416666667,10:10,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,8a42d9d632b7fff,8a42d9d6e1b7fff,Surat,Surat,Gujarat,Moderate
0x4291,SURRES03DEL01,34.0,3.8,21.186884,72.793616,21.296884,72.903616,18-03-2022,22:15,22:30,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,39,8a42d9d6c75ffff,8a42d981431ffff,Surat,Kathor,Gujarat,Moderate
0xa49a,VADRES11DEL03,20.0,3.5,22.308096,73.167753,22.338096,73.197753,28-03-2022,21:55,22:10,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Semi-Urban,50,8a42ca853797fff,8a42ca85c6effff,Vadodara,Vadodara,Gujarat,Moderate
0xbc1,SURRES16DEL01,,,21.160437,72.774209,21.170437,72.784209,30-03-2022,,10:50,Cloudy,Low,2,Snack,motorcycle,1.0,No,Urban,14,8a42d9d6328ffff,8a42d9d6e18ffff,Surat,Surat,Gujarat,Moderate
0x8c6a,VADRES13DEL01,20.0,4.8,22.310237,73.158921,22.350237,73.198921,30-03-2022,16:15,16:25,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,14,8a42ca853507fff,8a42ca85c36ffff,Vadodara,Vadodara,Gujarat,Moderate
0x25a5,SURRES07DEL02,20.0,5.0,21.170798,72.790489,21.250798,72.870489,02-03-2022,20:35,20:50,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,8a42d9d6e3b7fff,8a42d98a48c7fff,Surat,Utran,Gujarat,Moderate
0x949a,SURRES18DEL01,28.0,5.0,21.149834,72.778666,21.219834,72.848666,06-03-2022,23:30,23:35,Windy,Low,1,Snack,scooter,,No,Metropolitian,13,8a42d9d45ceffff,8a42d999b10ffff,Surat,Utran,Gujarat,Moderate
0xbaa4,VADRES20DEL02,36.0,4.8,22.311358,73.164798,22.331358,73.184798,05-04-2022,08:50,09:05,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,29,8a42ca853467fff,8a42ca85e857fff,Vadodara,Vadodara,Gujarat,Moderate
0x3ce8,VADRES14DEL03,29.0,4.8,22.311603,73.165012,22.341603,73.195012,19-03-2022,19:55,0.833333333,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29,8a42ca853097fff,8a42ca85c747fff,Vadodara,Vadodara,Gujarat,Moderate
0x9db4,SURRES08DEL03,24.0,4.7,21.173343,72.792731,21.233343,72.852731,09-03-2022,23:30,23:35,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,10,8a42d9d6e31ffff,8a42d9999737fff,Surat,Utran,Gujarat,Moderate
0x6d8f,SURRES11DEL02,30.0,4.8,21.157735,72.768778,21.237735,72.848778,08-03-2022,23:25,23:30,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,8a42d9d63627fff,8a42d9999117fff,Surat,Amroli,Gujarat,Moderate
0x7c6,VADRES010DEL01,30.0,5.0,22.310329,73.169083,22.320329,73.179083,03-03-2022,08:20,08:35,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,8a42ca85371ffff,8a42ca85ec9ffff,Vadodara,Vadodara,Gujarat,Moderate
0x64c5,SURRES04DEL01,25.0,4.8,21.173493,72.801953,21.213493,72.841953,28-03-2022,15:45,15:55,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,8a42d9d68437fff,8a42d999bc9ffff,Surat,Surat,Gujarat,Moderate
0x223b,VADRES01DEL02,30.0,4.4,22.307898,73.167788,22.437898,73.297788,18-03-2022,17:50,0.75,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,40,8a42ca853797fff,8a42cab06847fff,Vadodara,Vadodara,Gujarat,Moderate
0x2d99,SURRES05DEL02,23.0,4.9,21.175104,72.804342,21.195104,72.824342,30-03-2022,09:40,09:55,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,8a42d9d6855ffff,8a42d9d69857fff,Surat,Surat,Gujarat,Moderate
0x685c,SURRES06DEL01,34.0,5.0,21.185047,72.80859,21.295047,72.91859,08-03-2022,0.791666667,19:10,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,8a42d9d68aa7fff,8a42d98154dffff,Surat,Kathor,Gujarat,Moderate
0x7377,VADRES19DEL01,36.0,4.9,22.311844,73.165081,22.381844,73.235081,10-03-2022,17:55,18:05,Windy,Medium,0,Snack,motorcycle,1.0,No,,40,8a42ca853097fff,8a42ca8480f7fff,Vadodara,Vadodara,Gujarat,Moderate
0x3d76,VADRES14DEL02,27.0,4.8,22.311603,73.165012,22.441603,73.295012,14-03-2022,22:20,22:35,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,8a42ca853097fff,8a42cab04597fff,Vadodara,Vadodara,Gujarat,Moderate
0xa03a,SURRES02DEL01,32.0,3.8,21.186608,72.794136,21.296608,72.904136,18-03-2022,19:35,19:40,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,8a42d9d6c677fff,8a42d981431ffff,Surat,Kathor,Gujarat,Moderate
0x95b6,VADRES20DEL03,35.0,4.8,22.311358,73.164798,22.371358,73.224798,13-03-2022,19:10,19:20,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,8a42ca853467fff,8a42ca84a90ffff,Vadodara,Vadodara,Gujarat,Moderate
0x7da4,SURRES14DEL01,28.0,4.6,21.157729,72.768726,21.167729,72.778726,17-03-2022,0.416666667,10:05,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,11,8a42d9d63627fff,8a42d9d6ecd7fff,Surat,Surat,Gujarat,Moderate
0x3493,SURRES06DEL02,20.0,4.9,21.185047,72.80859,21.265047,72.88859,27-03-2022,22:25,22:35,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,8a42d9d68aa7fff,8a42d98a5967fff,Surat,Utran,Gujarat,Moderate
